sales_id,prod_id,emp_id,year,week,quantity
665,PROD_005,EMP267,2021,W40,31
666,PROD_005,EMP267,2021,W41,26
667,PROD_005,EMP267,2021,W42,20
668,PROD_005,EMP267,2021,W43,12
669,PROD_005,EMP267,2021,W44,23
670,PROD_005,EMP267,2021,W45,18
671,PROD_005,EMP267,2021,W46,26
672,PROD_005,EMP267,2021,W47,35
673,PROD_005,EMP267,2021,W48,23
674,PROD_005,EMP267,2021,W49,25
675,PROD_005,EMP267,2021,W50,15
676,PROD_005,EMP267,2021,W51,10
677,PROD_005,EMP267,2020,W0,25
678,PROD_005,EMP267,2020,W1,30
679,PROD_005,EMP267,2020,W2,38
680,PROD_005,EMP267,2020,W3,47
681,PROD_005,EMP267,2020,W4,30
682,PROD_005,EMP267,2020,W5,43
683,PROD_005,EMP267,2020,W6,58
684,PROD_005,EMP267,2020,W7,86
685,PROD_005,EMP267,2020,W8,79
686,PROD_005,EMP267,2020,W9,67
687,PROD_005,EMP267,2020,W10,42
688,PROD_005,EMP267,2020,W11,44
689,PROD_005,EMP267,2020,W12,29
690,PROD_005,EMP267,2020,W13,43
691,PROD_005,EMP267,2020,W14,48
692,PROD_005,EMP267,2020,W15,66
693,PROD_005,EMP267,2020,W16,61
694,PROD_005,EMP267,2020,W17,52
695,PROD_005,EMP267,2020,W18,89
696,PROD_005,EMP267,2020,W19,40
697,PROD_005,EMP267,2020,W20,56
698,PROD_005,EMP267,2020,W21,91
699,PROD_005,EMP267,2020,W22,87
700,PROD_005,EMP267,2020,W23,75
701,PROD_005,EMP267,2020,W24,63
702,PROD_005,EMP267,2020,W25,36
703,PROD_005,EMP267,2020,W26,26
704,PROD_005,EMP267,2020,W27,29
705,PROD_005,EMP267,2020,W28,28
706,PROD_005,EMP267,2020,W29,39
707,PROD_005,EMP267,2020,W30,32
708,PROD_005,EMP267,2020,W31,30
709,PROD_005,EMP267,2020,W32,35
710,PROD_005,EMP267,2020,W33,35
711,PROD_005,EMP267,2020,W34,40
712,PROD_005,EMP267,2020,W35,44
713,PROD_005,EMP267,2020,W36,45
714,PROD_005,EMP267,2020,W37,50
715,PROD_005,EMP267,2020,W38,45
716,PROD_005,EMP267,2020,W39,25
717,PROD_005,EMP267,2020,W40,31
718,PROD_005,EMP267,2020,W41,26
719,PROD_005,EMP267,2020,W42,24
720,PROD_005,EMP267,2020,W43,17
721,PROD_005,EMP267,2020,W44,17
722,PROD_005,EMP267,2020,W45,25
723,PROD_005,EMP267,2020,W46,31
724,PROD_005,EMP267,2020,W47,31
725,PROD_005,EMP267,2020,W48,25
726,PROD_005,EMP267,2020,W49,28
727,PROD_005,EMP267,2020,W50,17
728,PROD_005,EMP267,2020,W51,14
729,PROD_003,EMP244,2021,W0,29
730,PROD_003,EMP244,2021,W1,22
731,PROD_003,EMP244,2021,W2,36
732,PROD_003,EMP244,2021,W3,47
733,PROD_003,EMP244,2021,W4,61
734,PROD_003,EMP244,2021,W5,55
735,PROD_003,EMP244,2021,W6,69
736,PROD_003,EMP244,2021,W7,47
737,PROD_003,EMP244,2021,W8,67
738,PROD_003,EMP244,2021,W9,69
739,PROD_003,EMP244,2021,W10,38
740,PROD_003,EMP244,2021,W11,47
741,PROD_003,EMP244,2021,W12,40
742,PROD_003,EMP244,2021,W13,53
743,PROD_003,EMP244,2021,W14,36
744,PROD_003,EMP244,2021,W15,70
745,PROD_003,EMP244,2021,W16,65
746,PROD_003,EMP244,2021,W17,57
747,PROD_003,EMP244,2021,W18,72
748,PROD_003,EMP244,2021,W19,87
749,PROD_003,EMP244,2021,W20,76
750,PROD_003,EMP244,2021,W21,63
751,PROD_003,EMP244,2021,W22,68
752,PROD_003,EMP244,2021,W23,76
753,PROD_003,EMP244,2021,W24,45
754,PROD_003,EMP244,2021,W25,22
755,PROD_003,EMP244,2021,W26,27
756,PROD_003,EMP244,2021,W27,33
757,PROD_003,EMP244,2021,W28,41
758,PROD_003,EMP244,2021,W29,24
759,PROD_003,EMP244,2021,W30,30
760,PROD_003,EMP244,2021,W31,33
761,PROD_003,EMP244,2021,W32,28
762,PROD_003,EMP244,2021,W33,28
763,PROD_003,EMP244,2021,W34,38
764,PROD_003,EMP244,2021,W35,40
765,PROD_003,EMP244,2021,W36,39
766,PROD_003,EMP244,2021,W37,54
767,PROD_003,EMP244,2021,W38,26
768,PROD_003,EMP244,2021,W39,25
769,PROD_003,EMP244,2021,W40,31
770,PROD_003,EMP244,2021,W41,30
771,PROD_003,EMP244,2021,W42,23
772,PROD_003,EMP244,2021,W43,16
773,PROD_003,EMP244,2021,W44,23
774,PROD_003,EMP244,2021,W45,14
775,PROD_003,EMP244,2021,W46,30
776,PROD_003,EMP244,2021,W47,30
777,PROD_003,EMP244,2021,W48,25
778,PROD_003,EMP244,2021,W49,10
779,PROD_003,EMP244,2021,W50,14
780,PROD_003,EMP244,2021,W51,9
781,PROD_003,EMP244,2020,W0,21
782,PROD_003,EMP244,2020,W1,42
783,PROD_003,EMP244,2020,W2,31
784,PROD_003,EMP244,2020,W3,43
785,PROD_003,EMP244,2020,W4,50
786,PROD_003,EMP244,2020,W5,59
787,PROD_003,EMP244,2020,W6,91
788,PROD_003,EMP244,2020,W7,78
789,PROD_003,EMP244,2020,W8,88
790,PROD_003,EMP244,2020,W9,51
791,PROD_003,EMP244,2020,W10,54
792,PROD_003,EMP244,2020,W11,39
793,PROD_003,EMP244,2020,W12,43
794,PROD_003,EMP244,2020,W13,52
795,PROD_003,EMP244,2020,W14,37
796,PROD_003,EMP244,2020,W15,70
797,PROD_003,EMP244,2020,W16,88
798,PROD_003,EMP244,2020,W17,68
799,PROD_003,EMP244,2020,W18,84
800,PROD_003,EMP244,2020,W19,67
801,PROD_003,EMP244,2020,W20,71
802,PROD_003,EMP244,2020,W21,63
803,PROD_003,EMP244,2020,W22,77
804,PROD_003,EMP244,2020,W23,45
805,PROD_003,EMP244,2020,W24,42
806,PROD_003,EMP244,2020,W25,32
807,PROD_003,EMP244,2020,W26,26
808,PROD_003,EMP244,2020,W27,32
809,PROD_003,EMP244,2020,W28,26
810,PROD_003,EMP244,2020,W29,32
811,PROD_003,EMP244,2020,W30,24
812,PROD_003,EMP244,2020,W31,24
813,PROD_003,EMP244,2020,W32,29
814,PROD_003,EMP244,2020,W33,35
815,PROD_003,EMP244,2020,W34,28
816,PROD_003,EMP244,2020,W35,37
817,PROD_003,EMP244,2020,W36,52
818,PROD_003,EMP244,2020,W37,54
819,PROD_003,EMP244,2020,W38,36
820,PROD_003,EMP244,2020,W39,29
821,PROD_003,EMP244,2020,W40,37
822,PROD_003,EMP244,2020,W41,27
823,PROD_003,EMP244,2020,W42,24
824,PROD_003,EMP244,2020,W43,26
825,PROD_003,EMP244,2020,W44,19
826,PROD_003,EMP244,2020,W45,21
827,PROD_003,EMP244,2020,W46,25
828,PROD_003,EMP244,2020,W47,26
829,PROD_003,EMP244,2020,W48,16
830,PROD_003,EMP244,2020,W49,25
831,PROD_003,EMP244,2020,W50,17
832,PROD_003,EMP244,2020,W51,6
833,PROD_006,EMP267,2021,W0,32
834,PROD_006,EMP267,2021,W1,29
835,PROD_006,EMP267,2021,W2,39
836,PROD_006,EMP267,2021,W3,42
837,PROD_006,EMP267,2021,W4,56
838,PROD_006,EMP267,2021,W5,44
839,PROD_006,EMP267,2021,W6,70
840,PROD_006,EMP267,2021,W7,70
841,PROD_006,EMP267,2021,W8,87
842,PROD_006,EMP267,2021,W9,53
843,PROD_006,EMP267,2021,W10,54
844,PROD_006,EMP267,2021,W11,44
845,PROD_006,EMP267,2021,W12,48
846,PROD_006,EMP267,2021,W13,35
847,PROD_006,EMP267,2021,W14,39
848,PROD_006,EMP267,2021,W15,73
849,PROD_006,EMP267,2021,W16,65
850,PROD_006,EMP267,2021,W17,57
851,PROD_006,EMP267,2021,W18,63
852,PROD_006,EMP267,2021,W19,58
853,PROD_006,EMP267,2021,W20,52
854,PROD_006,EMP267,2021,W21,61
855,PROD_006,EMP267,2021,W22,56
856,PROD_006,EMP267,2021,W23,47
857,PROD_006,EMP267,2021,W24,38
858,PROD_006,EMP267,2021,W25,36
859,PROD_006,EMP267,2021,W26,32
860,PROD_006,EMP267,2021,W27,36
861,PROD_006,EMP267,2021,W28,29
862,PROD_006,EMP267,2021,W29,24
863,PROD_006,EMP267,2021,W30,29
864,PROD_006,EMP267,2021,W31,24
865,PROD_006,EMP267,2021,W32,48
866,PROD_006,EMP267,2021,W33,38
867,PROD_006,EMP267,2021,W34,33
868,PROD_006,EMP267,2021,W35,31
869,PROD_006,EMP267,2021,W36,35
870,PROD_006,EMP267,2021,W37,57
871,PROD_006,EMP267,2021,W38,48
872,PROD_006,EMP267,2021,W39,31
873,PROD_006,EMP267,2021,W40,28
874,PROD_006,EMP267,2021,W41,20
875,PROD_006,EMP267,2021,W42,23
876,PROD_006,EMP267,2021,W43,16
877,PROD_006,EMP267,2021,W44,16
878,PROD_006,EMP267,2021,W45,21
879,PROD_006,EMP267,2021,W46,32
880,PROD_006,EMP267,2021,W47,29
881,PROD_006,EMP267,2021,W48,28
882,PROD_006,EMP267,2021,W49,20
883,PROD_006,EMP267,2021,W50,15
884,PROD_006,EMP267,2021,W51,8
885,PROD_006,EMP267,2020,W0,25
886,PROD_006,EMP267,2020,W1,39
887,PROD_006,EMP267,2020,W2,31
888,PROD_006,EMP267,2020,W3,43
889,PROD_006,EMP267,2020,W4,46
890,PROD_006,EMP267,2020,W5,53
891,PROD_006,EMP267,2020,W6,51
892,PROD_006,EMP267,2020,W7,76
893,PROD_006,EMP267,2020,W8,95
894,PROD_006,EMP267,2020,W9,73
895,PROD_006,EMP267,2020,W10,38
896,PROD_006,EMP267,2020,W11,38
897,PROD_006,EMP267,2020,W12,44
898,PROD_006,EMP267,2020,W13,64
899,PROD_006,EMP267,2020,W14,57
900,PROD_006,EMP267,2020,W15,81
901,PROD_006,EMP267,2020,W16,61
902,PROD_006,EMP267,2020,W17,65
903,PROD_006,EMP267,2020,W18,60
904,PROD_006,EMP267,2020,W19,63
905,PROD_006,EMP267,2020,W20,58
906,PROD_006,EMP267,2020,W21,85
907,PROD_006,EMP267,2020,W22,67
908,PROD_006,EMP267,2020,W23,61
909,PROD_006,EMP267,2020,W24,43
910,PROD_006,EMP267,2020,W25,21
911,PROD_006,EMP267,2020,W26,42
912,PROD_006,EMP267,2020,W27,34
913,PROD_006,EMP267,2020,W28,33
914,PROD_006,EMP267,2020,W29,29
915,PROD_006,EMP267,2020,W30,14
916,PROD_006,EMP267,2020,W31,31
917,PROD_006,EMP267,2020,W32,46
918,PROD_006,EMP267,2020,W33,38
919,PROD_006,EMP267,2020,W34,29
920,PROD_006,EMP267,2020,W35,42
921,PROD_006,EMP267,2020,W36,45
922,PROD_006,EMP267,2020,W37,71
923,PROD_006,EMP267,2020,W38,56
924,PROD_006,EMP267,2020,W39,27
925,PROD_006,EMP267,2020,W40,30
926,PROD_006,EMP267,2020,W41,25
927,PROD_006,EMP267,2020,W42,24
928,PROD_006,EMP267,2020,W43,13
929,PROD_006,EMP267,2020,W44,17
930,PROD_006,EMP267,2020,W45,15
931,PROD_006,EMP267,2020,W46,19
932,PROD_006,EMP267,2020,W47,21
933,PROD_006,EMP267,2020,W48,27
934,PROD_006,EMP267,2020,W49,18
935,PROD_006,EMP267,2020,W50,23
936,PROD_006,EMP267,2020,W51,7
937,PROD_004,EMP244,2021,W0,23
938,PROD_004,EMP244,2021,W1,24
939,PROD_004,EMP244,2021,W2,40
940,PROD_004,EMP244,2021,W3,39
941,PROD_004,EMP244,2021,W4,54
942,PROD_004,EMP244,2021,W5,35
943,PROD_004,EMP244,2021,W6,69
944,PROD_004,EMP244,2021,W7,82
945,PROD_004,EMP244,2021,W8,67
946,PROD_004,EMP244,2021,W9,64
947,PROD_004,EMP244,2021,W10,60
948,PROD_004,EMP244,2021,W11,44
949,PROD_004,EMP244,2021,W12,49
950,PROD_004,EMP244,2021,W13,49
951,PROD_004,EMP244,2021,W14,52
952,PROD_004,EMP244,2021,W15,48
953,PROD_004,EMP244,2021,W16,57
954,PROD_004,EMP244,2021,W17,47
955,PROD_004,EMP244,2021,W18,49
956,PROD_004,EMP244,2021,W19,68
957,PROD_004,EMP244,2021,W20,78
958,PROD_004,EMP244,2021,W21,74
959,PROD_004,EMP244,2021,W22,62
960,PROD_004,EMP244,2021,W23,52
961,PROD_004,EMP244,2021,W24,50
962,PROD_004,EMP244,2021,W25,36
963,PROD_004,EMP244,2021,W26,22
964,PROD_004,EMP244,2021,W27,30
965,PROD_004,EMP244,2021,W28,30
966,PROD_004,EMP244,2021,W29,20
967,PROD_004,EMP244,2021,W30,26
968,PROD_004,EMP244,2021,W31,34
969,PROD_004,EMP244,2021,W32,34
970,PROD_004,EMP244,2021,W33,38
971,PROD_004,EMP244,2021,W34,37
972,PROD_004,EMP244,2021,W35,24
973,PROD_004,EMP244,2021,W36,33
974,PROD_004,EMP244,2021,W37,37
975,PROD_004,EMP244,2021,W38,59
976,PROD_004,EMP244,2021,W39,27
977,PROD_004,EMP244,2021,W40,28
978,PROD_004,EMP244,2021,W41,28
979,PROD_004,EMP244,2021,W42,19
980,PROD_004,EMP244,2021,W43,20
981,PROD_004,EMP244,2021,W44,19
982,PROD_004,EMP244,2021,W45,20
983,PROD_004,EMP244,2021,W46,28
984,PROD_004,EMP244,2021,W47,20
985,PROD_004,EMP244,2021,W48,34
986,PROD_004,EMP244,2021,W49,23
987,PROD_004,EMP244,2021,W50,19
988,PROD_004,EMP244,2021,W51,9
989,PROD_004,EMP244,2020,W0,34
990,PROD_004,EMP244,2020,W1,30
991,PROD_004,EMP244,2020,W2,39
992,PROD_004,EMP244,2020,W3,36
993,PROD_004,EMP244,2020,W4,56
994,PROD_004,EMP244,2020,W5,52
995,PROD_004,EMP244,2020,W6,73
996,PROD_004,EMP244,2020,W7,80
997,PROD_004,EMP244,2020,W8,70
998,PROD_004,EMP244,2020,W9,63
999,PROD_004,EMP244,2020,W10,54
1000,PROD_004,EMP244,2020,W11,33
1001,PROD_004,EMP244,2020,W12,43
1002,PROD_004,EMP244,2020,W13,46
1003,PROD_004,EMP244,2020,W14,43
1004,PROD_004,EMP244,2020,W15,48
1005,PROD_004,EMP244,2020,W16,82
1006,PROD_004,EMP244,2020,W17,57
1007,PROD_004,EMP244,2020,W18,56
1008,PROD_004,EMP244,2020,W19,52
1009,PROD_004,EMP244,2020,W20,63
1010,PROD_004,EMP244,2020,W21,66
1011,PROD_004,EMP244,2020,W22,44
1012,PROD_004,EMP244,2020,W23,45
1013,PROD_004,EMP244,2020,W24,65
1014,PROD_004,EMP244,2020,W25,24
1015,PROD_004,EMP244,2020,W26,51
1016,PROD_004,EMP244,2020,W27,37
1017,PROD_004,EMP244,2020,W28,24
1018,PROD_004,EMP244,2020,W29,27
1019,PROD_004,EMP244,2020,W30,27
1020,PROD_004,EMP244,2020,W31,21
1021,PROD_004,EMP244,2020,W32,33
1022,PROD_004,EMP244,2020,W33,40
1023,PROD_004,EMP244,2020,W34,48
1024,PROD_004,EMP244,2020,W35,33
1025,PROD_004,EMP244,2020,W36,39
1026,PROD_004,EMP244,2020,W37,40
1027,PROD_004,EMP244,2020,W38,58
1028,PROD_004,EMP244,2020,W39,29
1029,PROD_004,EMP244,2020,W40,26
1030,PROD_004,EMP244,2020,W41,34
1031,PROD_004,EMP244,2020,W42,19
1032,PROD_004,EMP244,2020,W43,16
1033,PROD_004,EMP244,2020,W44,27
1034,PROD_004,EMP244,2020,W45,28
1035,PROD_004,EMP244,2020,W46,25
1036,PROD_004,EMP244,2020,W47,23
1037,PROD_004,EMP244,2020,W48,23
1038,PROD_004,EMP244,2020,W49,22
1039,PROD_004,EMP244,2020,W50,19
1040,PROD_004,EMP244,2020,W51,13
1041,PROD_001,EMP234,2021,W0,23
1042,PROD_001,EMP234,2021,W1,30
1043,PROD_001,EMP234,2021,W2,28
1044,PROD_001,EMP234,2021,W3,46
1045,PROD_001,EMP234,2021,W4,37
1046,PROD_001,EMP234,2021,W5,50
1047,PROD_001,EMP234,2021,W6,46
1048,PROD_001,EMP234,2021,W7,72
1049,PROD_001,EMP234,2021,W8,91
1050,PROD_001,EMP234,2021,W9,63
1051,PROD_001,EMP234,2021,W10,51
1052,PROD_001,EMP234,2021,W11,32
1053,PROD_001,EMP234,2021,W12,42
1054,PROD_001,EMP234,2021,W13,55
1055,PROD_001,EMP234,2021,W14,42
1056,PROD_001,EMP234,2021,W15,73
1057,PROD_001,EMP234,2021,W16,72
1058,PROD_001,EMP234,2021,W17,57
1059,PROD_001,EMP234,2021,W18,78
1060,PROD_001,EMP234,2021,W19,78
1061,PROD_001,EMP234,2021,W20,70
1062,PROD_001,EMP234,2021,W21,63
1063,PROD_001,EMP234,2021,W22,70
1064,PROD_001,EMP234,2021,W23,69
1065,PROD_001,EMP234,2021,W24,50
1066,PROD_001,EMP234,2021,W25,39
1067,PROD_001,EMP234,2021,W26,32
1068,PROD_001,EMP234,2021,W27,36
1069,PROD_001,EMP234,2021,W28,30
1070,PROD_001,EMP234,2021,W29,24
1071,PROD_001,EMP234,2021,W30,39
1072,PROD_001,EMP234,2021,W31,20
1073,PROD_001,EMP234,2021,W32,38
1074,PROD_001,EMP234,2021,W33,49
1075,PROD_001,EMP234,2021,W34,26
1076,PROD_001,EMP234,2021,W35,32
1077,PROD_001,EMP234,2021,W36,35
1078,PROD_001,EMP234,2021,W37,30
1079,PROD_001,EMP234,2021,W38,45
1080,PROD_001,EMP234,2021,W39,21
1081,PROD_001,EMP234,2021,W40,23
1082,PROD_001,EMP234,2021,W41,28
1083,PROD_001,EMP234,2021,W42,24
1084,PROD_001,EMP234,2021,W43,22
1085,PROD_001,EMP234,2021,W44,14
1086,PROD_001,EMP234,2021,W45,25
1087,PROD_001,EMP234,2021,W46,24
1088,PROD_001,EMP234,2021,W47,24
1089,PROD_001,EMP234,2021,W48,20
1090,PROD_001,EMP234,2021,W49,15
1091,PROD_001,EMP234,2021,W50,8
1092,PROD_001,EMP234,2021,W51,11
1093,PROD_001,EMP234,2020,W0,27
1094,PROD_001,EMP234,2020,W1,24
1095,PROD_001,EMP234,2020,W2,28
1096,PROD_001,EMP234,2020,W3,40
1097,PROD_001,EMP234,2020,W4,63
1098,PROD_001,EMP234,2020,W5,42
1099,PROD_001,EMP234,2020,W6,53
1100,PROD_001,EMP234,2020,W7,60
1101,PROD_001,EMP234,2020,W8,66
1102,PROD_001,EMP234,2020,W9,43
1103,PROD_001,EMP234,2020,W10,43
1104,PROD_001,EMP234,2020,W11,40
1105,PROD_001,EMP234,2020,W12,34
1106,PROD_001,EMP234,2020,W13,60
1107,PROD_001,EMP234,2020,W14,47
1108,PROD_001,EMP234,2020,W15,68
1109,PROD_001,EMP234,2020,W16,79
1110,PROD_001,EMP234,2020,W17,65
1111,PROD_001,EMP234,2020,W18,73
1112,PROD_001,EMP234,2020,W19,65
1113,PROD_001,EMP234,2020,W20,81
1114,PROD_001,EMP234,2020,W21,72
1115,PROD_001,EMP234,2020,W22,82
1116,PROD_001,EMP234,2020,W23,70
1117,PROD_001,EMP234,2020,W24,46
1118,PROD_001,EMP234,2020,W25,32
1119,PROD_001,EMP234,2020,W26,38
1120,PROD_001,EMP234,2020,W27,32
1121,PROD_001,EMP234,2020,W28,30
1122,PROD_001,EMP234,2020,W29,23
1123,PROD_001,EMP234,2020,W30,28
1124,PROD_001,EMP234,2020,W31,30
1125,PROD_001,EMP234,2020,W32,40
1126,PROD_001,EMP234,2020,W33,40
1127,PROD_001,EMP234,2020,W34,32
1128,PROD_001,EMP234,2020,W35,23
1129,PROD_001,EMP234,2020,W36,50
1130,PROD_001,EMP234,2020,W37,71
1131,PROD_001,EMP234,2020,W38,61
1132,PROD_001,EMP234,2020,W39,36
1133,PROD_001,EMP234,2020,W40,16
1134,PROD_001,EMP234,2020,W41,30
1135,PROD_001,EMP234,2020,W42,24
1136,PROD_001,EMP234,2020,W43,26
1137,PROD_001,EMP234,2020,W44,18
1138,PROD_001,EMP234,2020,W45,21
1139,PROD_001,EMP234,2020,W46,22
1140,PROD_001,EMP234,2020,W47,26
1141,PROD_001,EMP234,2020,W48,27
1142,PROD_001,EMP234,2020,W49,19
1143,PROD_001,EMP234,2020,W50,16
1144,PROD_001,EMP234,2020,W51,7
1145,PROD_007,EMP267,2021,W0,24
1146,PROD_007,EMP267,2021,W1,24
1147,PROD_007,EMP267,2021,W2,38
1148,PROD_007,EMP267,2021,W3,39
1149,PROD_007,EMP267,2021,W4,56
1150,PROD_007,EMP267,2021,W5,57
1151,PROD_007,EMP267,2021,W6,57
1152,PROD_007,EMP267,2021,W7,68
1153,PROD_007,EMP267,2021,W8,74
1154,PROD_007,EMP267,2021,W9,56
1155,PROD_007,EMP267,2021,W10,54
1156,PROD_007,EMP267,2021,W11,37
1157,PROD_007,EMP267,2021,W12,31
1158,PROD_007,EMP267,2021,W13,53
1159,PROD_007,EMP267,2021,W14,53
1160,PROD_007,EMP267,2021,W15,53
1161,PROD_007,EMP267,2021,W16,55
1162,PROD_007,EMP267,2021,W17,54
1163,PROD_007,EMP267,2021,W18,98
1164,PROD_007,EMP267,2021,W19,70
1165,PROD_007,EMP267,2021,W20,76
1166,PROD_007,EMP267,2021,W21,69
1167,PROD_007,EMP267,2021,W22,76
1168,PROD_007,EMP267,2021,W23,59
1169,PROD_007,EMP267,2021,W24,34
1170,PROD_007,EMP267,2021,W25,27
1171,PROD_007,EMP267,2021,W26,37
1172,PROD_007,EMP267,2021,W27,32
1173,PROD_007,EMP267,2021,W28,35
1174,PROD_007,EMP267,2021,W29,29
1175,PROD_007,EMP267,2021,W30,21
1176,PROD_007,EMP267,2021,W31,25
1177,PROD_007,EMP267,2021,W32,31
1178,PROD_007,EMP267,2021,W33,45
1179,PROD_007,EMP267,2021,W34,30
1180,PROD_007,EMP267,2021,W35,20
1181,PROD_007,EMP267,2021,W36,44
1182,PROD_007,EMP267,2021,W37,52
1183,PROD_007,EMP267,2021,W38,54
1184,PROD_007,EMP267,2021,W39,26
1185,PROD_007,EMP267,2021,W40,19
1186,PROD_007,EMP267,2021,W41,29
1187,PROD_007,EMP267,2021,W42,26
1188,PROD_007,EMP267,2021,W43,11
1189,PROD_007,EMP267,2021,W44,14
1190,PROD_007,EMP267,2021,W45,26
1191,PROD_007,EMP267,2021,W46,31
1192,PROD_007,EMP267,2021,W47,20
1193,PROD_007,EMP267,2021,W48,19
1194,PROD_007,EMP267,2021,W49,20
1195,PROD_007,EMP267,2021,W50,15
1196,PROD_007,EMP267,2021,W51,14
1197,PROD_007,EMP267,2020,W0,21
1198,PROD_007,EMP267,2020,W1,28
1199,PROD_007,EMP267,2020,W2,46
1200,PROD_007,EMP267,2020,W3,40
1201,PROD_007,EMP267,2020,W4,38
1202,PROD_007,EMP267,2020,W5,42
1203,PROD_007,EMP267,2020,W6,48
1204,PROD_007,EMP267,2020,W7,61
1205,PROD_007,EMP267,2020,W8,81
1206,PROD_007,EMP267,2020,W9,64
1207,PROD_007,EMP267,2020,W10,64
1208,PROD_007,EMP267,2020,W11,44
1209,PROD_007,EMP267,2020,W12,34
1210,PROD_007,EMP267,2020,W13,44
1211,PROD_007,EMP267,2020,W14,54
1212,PROD_007,EMP267,2020,W15,73
1213,PROD_007,EMP267,2020,W16,85
1214,PROD_007,EMP267,2020,W17,61
1215,PROD_007,EMP267,2020,W18,56
1216,PROD_007,EMP267,2020,W19,58
1217,PROD_007,EMP267,2020,W20,79
1218,PROD_007,EMP267,2020,W21,77
1219,PROD_007,EMP267,2020,W22,60
1220,PROD_007,EMP267,2020,W23,59
1221,PROD_007,EMP267,2020,W24,42
1222,PROD_007,EMP267,2020,W25,29
1223,PROD_007,EMP267,2020,W26,38
1224,PROD_007,EMP267,2020,W27,35
1225,PROD_007,EMP267,2020,W28,33
1226,PROD_007,EMP267,2020,W29,33
1227,PROD_007,EMP267,2020,W30,22
1228,PROD_007,EMP267,2020,W31,27
1229,PROD_007,EMP267,2020,W32,39
1230,PROD_007,EMP267,2020,W33,38
1231,PROD_007,EMP267,2020,W34,33
1232,PROD_007,EMP267,2020,W35,50
1233,PROD_007,EMP267,2020,W36,45
1234,PROD_007,EMP267,2020,W37,64
1235,PROD_007,EMP267,2020,W38,50
1236,PROD_007,EMP267,2020,W39,18
1237,PROD_007,EMP267,2020,W40,44
1238,PROD_007,EMP267,2020,W41,18
1239,PROD_007,EMP267,2020,W42,23
1240,PROD_007,EMP267,2020,W43,10
1241,PROD_007,EMP267,2020,W44,15
1242,PROD_007,EMP267,2020,W45,24
1243,PROD_007,EMP267,2020,W46,29
1244,PROD_007,EMP267,2020,W47,25
1245,PROD_007,EMP267,2020,W48,27
1246,PROD_007,EMP267,2020,W49,21
1247,PROD_007,EMP267,2020,W50,15
1248,PROD_007,EMP267,2020,W51,13
1249,PROD_005,EMP244,2021,W0,20
1250,PROD_005,EMP244,2021,W1,29
1251,PROD_005,EMP244,2021,W2,42
1252,PROD_005,EMP244,2021,W3,49
1253,PROD_005,EMP244,2021,W4,33
1254,PROD_005,EMP244,2021,W5,50
1255,PROD_005,EMP244,2021,W6,42
1256,PROD_005,EMP244,2021,W7,59
1257,PROD_005,EMP244,2021,W8,71
1258,PROD_005,EMP244,2021,W9,69
1259,PROD_005,EMP244,2021,W10,37
1260,PROD_005,EMP244,2021,W11,59
1261,PROD_005,EMP244,2021,W12,56
1262,PROD_005,EMP244,2021,W13,53
1263,PROD_005,EMP244,2021,W14,44
1264,PROD_005,EMP244,2021,W15,59
1265,PROD_005,EMP244,2021,W16,69
1266,PROD_005,EMP244,2021,W17,64
1267,PROD_005,EMP244,2021,W18,72
1268,PROD_005,EMP244,2021,W19,66
1269,PROD_005,EMP244,2021,W20,91
1270,PROD_005,EMP244,2021,W21,58
1271,PROD_005,EMP244,2021,W22,62
1272,PROD_005,EMP244,2021,W23,64
1273,PROD_005,EMP244,2021,W24,45
1274,PROD_005,EMP244,2021,W25,23
1275,PROD_005,EMP244,2021,W26,24
1276,PROD_005,EMP244,2021,W27,38
1277,PROD_005,EMP244,2021,W28,28
1278,PROD_005,EMP244,2021,W29,33
1279,PROD_005,EMP244,2021,W30,24
1280,PROD_005,EMP244,2021,W31,24
1281,PROD_005,EMP244,2021,W32,32
1282,PROD_005,EMP244,2021,W33,42
1283,PROD_005,EMP244,2021,W34,24
1284,PROD_005,EMP244,2021,W35,33
1285,PROD_005,EMP244,2021,W36,46
1286,PROD_005,EMP244,2021,W37,43
1287,PROD_005,EMP244,2021,W38,40
1288,PROD_005,EMP244,2021,W39,32
1289,PROD_005,EMP244,2021,W40,35
1290,PROD_005,EMP244,2021,W41,27
1291,PROD_005,EMP244,2021,W42,20
1292,PROD_005,EMP244,2021,W43,17
1293,PROD_005,EMP244,2021,W44,10
1294,PROD_005,EMP244,2021,W45,27
1295,PROD_005,EMP244,2021,W46,27
1296,PROD_005,EMP244,2021,W47,22
1297,PROD_005,EMP244,2021,W48,16
1298,PROD_005,EMP244,2021,W49,20
1299,PROD_005,EMP244,2021,W50,16
1300,PROD_005,EMP244,2021,W51,7
1301,PROD_005,EMP244,2020,W0,31
1302,PROD_005,EMP244,2020,W1,34
1303,PROD_005,EMP244,2020,W2,39
1304,PROD_005,EMP244,2020,W3,43
1305,PROD_005,EMP244,2020,W4,49
1306,PROD_005,EMP244,2020,W5,49
1307,PROD_005,EMP244,2020,W6,48
1308,PROD_005,EMP244,2020,W7,80
1309,PROD_005,EMP244,2020,W8,70
1310,PROD_005,EMP244,2020,W9,57
1311,PROD_005,EMP244,2020,W10,33
1312,PROD_005,EMP244,2020,W11,47
1313,PROD_005,EMP244,2020,W12,43
1314,PROD_005,EMP244,2020,W13,55
